"country,co",untry_l,ong,,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
"USA,United",States,of,America,BJ Gas Recovery,USA0054392,1.6,33.93,-84.2378,Waste,,,,1993,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.802,9.044,8.896,8.633,8.191,
"USA,United",States,of,America,BJ's Wholesale Club  Inc- Uxbridge,USA0060116,1,42.0197,-71.6041,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,0.388,
"USA,United",States,of,America,BJ's Wholesale Club Inc Dist Center,USA0060227,1.4,40.0985,-74.8259,Solar,,,,2016,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.299,2.299,
"USA,United",States,of,America,BMW Manufacturing Co,USA0058173,11,34.8942,-82.1783,Waste,Gas,,,2009,BMW Manufacturing Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,67.99632,50.3573,48.76186,50.0927,57.06344,
"USA,United",States,of,America,BNB Camden Solar,USA0061893,3.7,39.939,-75.108,Solar,,,,2018,BNB Camden Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.197,
"USA,United",States,of,America,BP Carson Refinery,USA0050540,13.5,33.8153,-118.2358,Gas,,,,1983.777778,Tesoro Carson Refinery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
"USA,United",States,of,America,BP Chemicals Green Lake Plant,USA0050404,38.8,28.5707,-96.8333,Cogeneration,,,,1993.907216,INEOS Nitriles Greenlake,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.259,15.404,18.018,74.363,37.74627,
"USA,United",States,of,America,BP Naperville Cogeneration Facility,USA0050722,9.5,41.8108,-88.1486,Gas,,,,1991,BP America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,46.428,37.317,34.473,34.537,59.777,
"USA,United",States,of,America,BPU Solar Farm,USA0061313,1,39.1664,-94.6969,Solar,,,,2017,MC Power Companies Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.425,
"USA,United",States,of,America,BRE,USA0059706,5,36.3725,-78.5985,Solar,,,,2016,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.319,9.246,9.254,
"USA,United",States,of,America,BRE NC Solar 2,USA0060626,0,36.3422,-78.1732,,,,,,BRE NC Solar 2  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,BRE NC Solar 3,USA0060627,0,36.383,-78.612,,,,,,BRE NC Solar 3  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,BRE NC Solar 4,USA0060628,0,36.3518,-78.1499,,,,,,BRE NC Solar 4  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,BWC Swan Pond River,USA0060067,1.6,41.7956,-71.2266,Solar,,,,2016,BWC Swan Pond River  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.029,3.194,2.808,
"USA,United",States,of,America,BWC Wading River One  Two  Three CSG,USA0061069,3,42.0853,-71.5267,Solar,,,,2017,Ameresco BWC Wading River LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.406,
"USA,United",States,of,America,BYUI Central Energy Facility,USA0059496,5.6,43.8169,-111.7858,Gas,Oil,,,2015,Brigham Young Univ Idaho,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0,39.699,39.95962,
"USA,United",States,of,America,Babcock Solar Energy Center,USA0059993,74.5,26.8616,-81.751,Solar,,,,2017,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,164.072,
"USA,United",States,of,America,Back River Waste Water Treatment,USA0059026,3,39.2997,-76.4942,Biomass,Solar,,,2009.8,City Council of Baltimore City,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.736,7.556,4.763,5.575,5.4,
"USA,United",States,of,America,Backus Microgrid Project,USA0059415,10.4,41.5428,-72.0936,Oil,,,,2014,Connecticut Mun Elec Engy Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.636,1.74,0.671,0.897,
"USA,United",States,of,America,Bacliff,USA0060264,0,29.4923,-94.9848,,,,,,NRG Texas Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,4.318,
"USA,United",States,of,America,Baconton Power Plant,USA0055304,242,31.3869,-84.08,Gas,Oil,,,2000,Baconton Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,31.447,0,71.918,0.075,
"USA,United",States,of,America,Bad Creek,USA0007125,1296,35.0075,-82.9975,Hydro,,,,1991,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-449.973,-493.746,-531.676,-572.652,-623.387,
"USA,United",States,of,America,Badger 1,USA0058262,14.8,33.498,-112.8135,Solar,,,,2013,Desert Sky Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.876,40.078,39.706,41.342,40.069,
"USA,United",States,of,America,Badger Creek Limited,USA0010650,46,35.4837,-119.0299,Gas,,,,1991,WCAC Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,247.299,233.439,122.14,3.339,15.982,
"USA,United",States,of,America,Baffin Wind,USA0057927,188,27.2231,-97.7892,Wind,,,,2015,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,356.943,532.618,624.903,
"USA,United",States,of,America,Bailey Farm LLC,USA0059127,5,35.7875,-78.1397,Solar,,,,2013,Bailey Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,9.386,9.094,9.248,9.547,
"USA,United",States,of,America,Bailly,USA0000995,641,41.645,-87.1225,Coal,Gas,,,1966.217785,Northern Indiana Pub Serv Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2271.168975,2162.160993,1441.912966,1778.746991,1545.642036,
"USA,United",States,of,America,Bakatsias Solar,USA0061527,5,36.0724,-79.3475,Solar,,,,2018,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0,
"USA,United",States,of,America,Baker City Solar,USA0061854,0,44.7024,-117.7635,,,,,,Baker City Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Baker Creek Hydroelectric,USA0059428,1.5,40.5264,-123.7256,Hydro,,,,2014,Baker Station Associates  LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.154,1.905,4.085,4.653,
"USA,United",States,of,America,Baker PV 1,USA0059517,5,36.2703,-77.0603,Solar,,,,2017,Ecoplexus  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.016,5.555,
"USA,United",States,of,America,Baker Point,USA0061519,9,39.5703,-77.3634,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.161,
"USA,United",States,of,America,Bakersfield 111,USA0059948,1.4,35.3176,-118.9899,Solar,,,,2015,Bakersfield 111 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.386,3.323,3.295,
"USA,United",States,of,America,Bakersfield College Solar 01,USA0057655,1.1,35.4118,-118.9686,Solar,,,,2010,Kern Community College District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.131,2.108,2.141,2.046,,
"USA,United",States,of,America,Bakersfield Industrial PV 1,USA0061118,1,35.33,-118.9931,Solar,,,,2018,Bakersfield Industrial PV 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.152,
"USA,United",States,of,America,Bakersfield PV 1,USA0061117,5.3,35.325,-118.9815,Solar,,,,2018,Bakersfield PV 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.152,
"USA,United",States,of,America,Balch 1,USA0000217,31,36.9091,-119.0877,Hydro,,,,1927,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,53.98,44.325,19.306,132.644,177.233,
"USA,United",States,of,America,Balch 2,USA0000218,97.2,36.9089,-119.0876,Hydro,,,,1958.5,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,194.302,158.988,51.608,331.916,549.62,
"USA,United",States,of,America,Baldock Solar Highway,USA0057882,1.7,45.2694,-122.7717,Solar,,,,2012,Portland General Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.911,2.116,1.979,1.904,1.931,
"USA,United",States,of,America,Baldwin City Plant No 1,USA0001262,4.2,38.7745,-95.1867,Oil,Gas,,,1966.857143,City of Baldwin City- (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.051,0.038,0.059,0.053,0.062,
"USA,United",States,of,America,Baldwin City Plant No 2,USA0008020,6.4,38.7649,-95.192,Oil,Gas,,,2004,City of Baldwin City- (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.205,0.114,0.191,0.181,0.161,
"USA,United",States,of,America,Baldwin Energy Complex,USA0000889,1894.1,38.205,-89.8544,Coal,Other,,,1972.679901,Dynegy Midwest Generation Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12529.27864,11701.58757,10305.80718,9793.43103,7874.339001,
"USA,United",States,of,America,Baldwin Wind LLC,USA0057347,102.4,47.1133,-100.7086,Wind,,,,2011,Baldwin Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,366.096,407.046,341.27,398.349,377.728,
"USA,United",States,of,America,Balko Wind LLC,USA0058900,299.7,36.5181,-100.8472,Wind,,,,2015,Balko Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,437.627,1115.176,1050.678,
"USA,United",States,of,America,Ball Mountain Hydro,USA0059040,2.4,43.1269,-72.7761,Hydro,,,,2016,Blue Heron Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.826,4.863,
"USA,United",States,of,America,Balm Solar,USA0061654,0,27.7697,-82.234,,,,,,Tampa Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Balsam,USA0059828,5,35.4589,-79.1739,Solar,,,,2016,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.003,9.543,9.718,
"USA,United",States,of,America,Baltimore Church Solar  LLC,USA0060144,0,34.4667,-79.1524,,,,,,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Baltimore City B,USA0060664,2,39.436,-76.22,Solar,,,,2016,Constellation New Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.212,3.258,
"USA,United",States,of,America,Baltimore City D,USA0060665,2,39.436,-76.22,Solar,,,,2016,Constellation New Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.209,3.304,
"USA,United",States,of,America,Baltimore City F,USA0060666,2,39.436,-76.22,Solar,,,,2016,Constellation New Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.234,3.205,
"USA,United",States,of,America,Baltimore City G,USA0060667,2,39.436,-76.22,Solar,,,,2016,Constellation New Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.343,3.287,
"USA,United",States,of,America,Bancroft,USA0001125,4.2,43.2926,-94.2171,Oil,,,,1994.285714,Bancroft Municipal Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.015,0.002,0.009,0.011,0.023,
"USA,United",States,of,America,Bandera Electric Coop PV,USA0061205,1.5,29.681,-99.7622,Solar,,,,2017,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.765,
"USA,United",States,of,America,Bani Solar,USA0061938,0,33.9538,-79.9371,,,,,,Bani Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Bank of America Plaza,USA0055152,3,33.7708,-84.3861,Oil,,,,1991,BF ATL Realty Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
"USA,United",States,of,America,Bankhead Dam,USA0000002,53.9,33.4587,-87.3568,Hydro,,,,1963,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,211.342,47.391,25.92,-0.325,-0.291,
"USA,United",States,of,America,Bannock County LFG to Energy,USA0059529,1.6,42.7878,-112.3656,Waste,,,,2014,Bannock County Landfill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,4.838,8.598,10.884,11.734,
"USA,United",States,of,America,Baptist Medical Center,USA0010008,9,30.3145,-81.6627,Gas,Oil,,,1988.166667,Baptist Memorial Hospital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,19.339,
"USA,United",States,of,America,Bar D,USA0061886,0,39.9237,-108.4627,,,,,,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Bar Harbor,USA0001466,0,44.3817,-68.2869,,,,,,Emera Maine,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.133,0.163,,,,
"USA,United",States,of,America,Bar Mills,USA0001481,4,43.6136,-70.5525,Hydro,,,,1956,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,13.433,11.522,4.973,6.333,5.246,
"USA,United",States,of,America,Barber Creek,USA0008030,22.5,43.7219,-105.7689,Gas,,,,2002,Basin Electric Power Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.113,0.221,0.08,0.124,0.096,
"USA,United",States,of,America,Barber Dam,USA0010735,4.1,43.561,-116.1213,Hydro,,,,1990,Fulcrum Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8.96,10.35,9.424,12.163,13.271,
"USA,United",States,of,America,Barefoot Bay Solar Energy Center,USA0061051,0,27.8658,-80.5211,,,,,,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.815,
"USA,United",States,of,America,Barilla Solar,USA0058710,30.2,30.96,-103.35,Solar,,,,2015,First Solar Asset Management,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,33.883,60.923,45.043,
"USA,United",States,of,America,Barker Lower,USA0010728,1.5,44.0867,-70.2297,Hydro,,,,1986,KEI (Maine) Power Management (III) LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.33402,5.90139,4.225,2.594,4.967,
"USA,United",States,of,America,Barker Solar  LLC,USA0061194,5,34.6356,-78.9287,Solar,,,,2018,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.156,
"USA,United",States,of,America,Barkley,USA0001371,130,37.0217,-88.2211,Hydro,,,,1966,USCE-Nashville District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,486.904,601.111,544.038,486.04,812.899,
"USA,United",States,of,America,Barnett Shoals,USA0000701,0,33.8395,-83.3097,,,,,,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Barney M Davis,USA0004939,1082.2,27.6064,-97.3117,Gas,,,,1987.262983,Topaz Power Group GP II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2309.173,1793.002,1728.431,900.721,1197.723,
"USA,United",States,of,America,Barnhill Road Solar  LLC,USA0060782,3.1,36.2692,-76.2995,Solar,,,,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,5.838,
"USA,United",States,of,America,Barnstable Landfill,USA0059081,4,41.6597,-70.3956,Solar,,,,2014,CF CVEC Owner One LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.028,5.46,5.187,4.614,
"USA,United",States,of,America,Barnwell Solar,USA0061327,5.4,33.237,-81.351,Solar,,,,2017,Pine Gate Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,5.602,
"USA,United",States,of,America,Baron Winds Farm,USA0060596,0,42.375,-77.593,,,,,,Everpower Wind Holdings Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Barre,USA0055776,0,42.3875,-72.0781,,,,,,Zapco Energy Tactics Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.096,5.328,4.967,4.161,3.24,
"USA,United",States,of,America,Barre II Solar Project,USA0059766,1.5,42.362,-72.109,Solar,,,,2014,Kearsarge Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.526,2.452,2.543,2.301,
"USA,United",States,of,America,Barre Peaker,USA0056474,49.8,33.8073,-117.9832,Gas,,,,2007,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,16.282,29.409,33.129,28.75,33.132,
"USA,United",States,of,America,Barrett Farm Solar - Phase I,USA0061728,1.7,41.9463,-71.8838,Solar,,,,2017,Onyx Asset Services Group,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.161,
"USA,United",States,of,America,Barrett PV,USA0061342,11.9,42.1622,-71.8645,Solar,,,,2016,BWC French River  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,18.719,
"USA,United",States,of,America,Barron,USA0004102,8.6,45.4019,-91.8404,Oil,Hydro,,,1976.616279,City of Barron - (WI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.205,0.243,0.296,0.338,0.325,
"USA,United",States,of,America,Barrow,USA0007173,20.3,71.292,-156.7786,Gas,Oil,,,1991.024631,Barrow Utils & Elec Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,50.252,49.637,50.112,50.162,49.165,
"USA,United",States,of,America,Barry,USA0000003,2569.5,31.0069,-88.0103,Gas,Coal,,,1980.902355,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12897.13704,12981.02897,11387.562,12770.89104,11864.55405,
"USA,United",States,of,America,Bartholomew,USA0003688,1,40.1671,-111.4995,Hydro,,,,1988,City of Springville - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.468,1.789,0.892,1.438,3.224,
"USA,United",States,of,America,Bartletts Ferry,USA0000702,173,32.662,-85.0916,Hydro,,,,1966.271676,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,474.641,359.931,356.031,362.014,278.781,
"USA,United",States,of,America,Barton Chapel Wind Farm,USA0057156,120,33.068,-98.3377,Wind,,,,2009,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,309.854,285.09,267.056,277.516,249.957,
"USA,United",States,of,America,Barton Solar Farm,USA0059741,1.9,44.7254,-72.184,Solar,,,,2014,Barton Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.037,3.199,2.93,2.7,
"USA,United",States,of,America,Barton Windpower LLC,USA0056765,160,43.393,-93.091,Wind,,,,2009,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,359.715,373.991,378.181,401.272,421.045,
"USA,United",States,of,America,Bartow Solar Energy LLC,USA0061879,0,27.926,-81.8191,,,,,,ReNew Petra Integrators  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Basalt,USA0007458,5,39.3631,-106.8219,Hydro,,,,1985,City of Aspen- (CO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.114,20.24,20.476,22.69,16.797,
"USA,United",States,of,America,Bashaw Solar CSG 1  LLC,USA0060866,2,42.7893,-70.88,Solar,,,,2017,Bashaw Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,2.171,
"USA,United",States,of,America,Basin Creek Plant,USA0055866,54.9,45.9293,-112.5194,Gas,,,,2006,Basin Creek Power Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,33.915,41.212,62.797,92.242,108.306,
"USA,United",States,of,America,Basin Mills,USA0000783,0,44.875,-68.6731,,,,,,Emera Maine,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Bassett Medical Center,USA0054863,5.6,42.6944,-74.9242,Oil,,,,1999.428571,Bassett Healthcare,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.003,0.003,0.071,0.03,0.031,
"USA,United",States,of,America,Bastrop Energy Center,USA0055168,618.7,30.1458,-97.55,Gas,,,,2002,Bastrop Energy Partners  LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2535.607,3071.963,3397.291,2785.751,2093.837,
"USA,United",States,of,America,Batavia Power Plant,USA0054593,67.3,42.9828,-78.1592,Gas,Oil,,,1992,Seneca Power Partners LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,41.431,10.79,34.21,48.591,20.20268,
"USA,United",States,of,America,Bates Mill Upper,USA0007044,0,44.0959,-70.219,,,,,,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,,,,
"USA,United",States,of,America,Batesville Generation Facility,USA0055063,891,34.3356,-89.9275,Gas,,,,2000,Cooperative Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1901.901,2323.056,3761.639,4321.799,3310.185,
"USA,United",States,of,America,Bath County,USA0006167,2862,38.2089,-79.8,Hydro,,,,1986,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-947.6,-989.619,-864.428,-768.62,-934.944,
"USA,United",States,of,America,Battery Energy Storage System,USA0057583,40,64.8167,-147.725,Storage,,,,2004,Golden Valley Elec Assn Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,-2.392,-2.711,
"USA,United",States,of,America,Battery Utility of Ohio,USA0058475,4,40.2603,-82.8331,Storage,,,,2014,Battery Utility of Ohio LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,-0.479,-0.437,
"USA,United",States,of,America,Battle Creek Mill,USA0058052,4,42.3221,-85.2043,Gas,Oil,,,1976,RockTenn-Battle Creek Mill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,2.915,0,0,5.006,
"USA,United",States,of,America,Battle Mountain,USA0006509,0,40.6253,-116.9131,,,,,,Sierra Pacific Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Battle Mountain Solar Project,USA0061098,0,40.7184,-117.0614,,,,,,Battle Mountain SP  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Battleboro Farm,USA0060369,5.2,36.0586,-77.7608,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.001,7.528,8.814,
"USA,United",States,of,America,Battleground,USA0059038,3.5,35.22,-81.33,Solar,,,,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.23562,6.277,5.006,6.199,5.935,
